Year,RC,TAV,TC,RN
2012,22,21.57170986,21.19040986,New Mexico Not In Bas
2013,22,22.2391429,21.9038429,New Mexico Not In Bas
2014,22,21.66304519,21.37374519,New Mexico Not In Bas
2015,22,21.8038274,21.5605274,New Mexico Not In Bas
2016,22,23.42332285,23.22602285,New Mexico Not In Bas
2017,22,21.65999063,21.50869063,New Mexico Not In Bas
2018,22,22.758227,22.652927,New Mexico Not In Bas
2019,22,21.81980926,21.76050926,New Mexico Not In Bas
2020,22,21.73000641,21.71670641,New Mexico Not In Bas
2021,22,21.9613629,21.9940629,New Mexico Not In Bas
2022,22,22.73318126,22.81188126,New Mexico Not In Bas
2023,22,21.03441485,21.15911485,New Mexico Not In Bas
2024,22,21.67216729,21.84286729,New Mexico Not In Bas
2025,22,22.3593874,22.5760874,New Mexico Not In Bas
2026,22,20.95493388,21.21763388,New Mexico Not In Bas
2027,22,21.23304658,21.54174658,New Mexico Not In Bas
2028,22,21.61737233,21.97207233,New Mexico Not In Bas
2029,22,21.98495518,22.38565518,New Mexico Not In Bas
2030,22,21.52870896,21.97540896,New Mexico Not In Bas
2031,22,21.54050718,22.03320718,New Mexico Not In Bas
2032,22,22.62651282,23.16521282,New Mexico Not In Bas
2033,22,21.70869726,22.29339726,New Mexico Not In Bas
2034,22,21.78827388,22.41897388,New Mexico Not In Bas
2035,22,21.67292833,22.34962833,New Mexico Not In Bas
2036,22,22.30839764,23.03109764,New Mexico Not In Bas
2037,22,20.88296767,21.65166767,New Mexico Not In Bas
2038,22,21.01337393,21.82807393,New Mexico Not In Bas
2039,22,21.50245512,22.36315512,New Mexico Not In Bas
2040,22,22.62727386,23.53397386,New Mexico Not In Bas
2041,22,22.25816893,23.21086893,New Mexico Not In Bas
2042,22,21.70630601,22.70500601,New Mexico Not In Bas
2043,22,21.25359469,22.29829469,New Mexico Not In Bas
2044,22,21.4575537,22.5482537,New Mexico Not In Bas
2045,22,21.6500971,22.7867971,New Mexico Not In Bas
2046,22,19.9288176,21.1115176,New Mexico Not In Bas
2047,22,20.38600784,21.61470784,New Mexico Not In Bas
2048,22,21.44689912,22.72159912,New Mexico Not In Bas
2049,22,21.18205682,22.50275682,New Mexico Not In Bas
2050,22,21.25472377,22.62142377,New Mexico Not In Bas
2051,22,21.89134712,23.30404712,New Mexico Not In Bas
2052,22,21.92635501,23.38505501,New Mexico Not In Bas
2053,22,21.42254581,22.92724581,New Mexico Not In Bas
2054,22,22.49562623,24.04632623,New Mexico Not In Bas
2055,22,22.24523123,23.84193123,New Mexico Not In Bas
2056,22,22.86167452,24.50437452,New Mexico Not In Bas
2057,22,21.71402455,23.40272455,New Mexico Not In Bas
2058,22,22.68612563,24.42082563,New Mexico Not In Bas
2059,22,23.81297589,25.59367589,New Mexico Not In Bas
2060,22,23.16609096,24.99279096,New Mexico Not In Bas
2061,22,22.47202148,24.34472148,New Mexico Not In Bas
2062,22,23.37602186,25.29472186,New Mexico Not In Bas
2063,22,24.50247912,26.46717912,New Mexico Not In Bas
2064,22,23.03214773,25.04284773,New Mexico Not In Bas
2065,22,23.3852708,25.4419708,New Mexico Not In Bas
2066,22,23.40182656,25.50452656,New Mexico Not In Bas
2067,22,23.48192301,25.63062301,New Mexico Not In Bas
2068,22,24.29775907,26.49245907,New Mexico Not In Bas
2069,22,23.92408789,26.16478789,New Mexico Not In Bas
2070,22,24.42642492,26.71312492,New Mexico Not In Bas
2071,22,24.99030647,27.32300647,New Mexico Not In Bas
2072,22,23.95909578,26.33779578,New Mexico Not In Bas
2073,22,23.94539704,26.37009704,New Mexico Not In Bas
2074,22,24.08185628,26.55255628,New Mexico Not In Bas
2075,22,23.73991595,26.25661595,New Mexico Not In Bas
2076,22,23.2094703,25.7721703,New Mexico Not In Bas
2077,22,23.49181655,26.10051655,New Mexico Not In Bas
2078,22,23.97484268,26.62954268,New Mexico Not In Bas
2079,22,23.76579134,26.46649134,New Mexico Not In Bas
2080,22,22.5169229,25.2636229,New Mexico Not In Bas
2081,22,23.500188,26.292888,New Mexico Not In Bas
2082,22,23.78965601,26.62835601,New Mexico Not In Bas
2083,22,24.39745545,27.28215545,New Mexico Not In Bas
2084,22,24.4834531,27.4141531,New Mexico Not In Bas
2085,22,24.67904066,27.65574066,New Mexico Not In Bas
2086,22,23.93765355,26.96035355,New Mexico Not In Bas
2087,22,24.24524723,27.31394723,New Mexico Not In Bas
2088,22,24.20034581,27.31504581,New Mexico Not In Bas
2089,22,24.68741211,27.84811211,New Mexico Not In Bas
2090,22,24.07578459,27.28248459,New Mexico Not In Bas
2091,22,24.49715184,27.74985184,New Mexico Not In Bas
2092,22,24.02682844,27.32552844,New Mexico Not In Bas
2093,22,24.08086236,27.42556236,New Mexico Not In Bas
2094,22,24.84005907,28.23075907,New Mexico Not In Bas
2095,22,26.91117419,30.34787419,New Mexico Not In Bas
2096,22,28.38302767,31.86572767,New Mexico Not In Bas
2097,22,27.97587069,31.50457069,New Mexico Not In Bas
2098,22,28.16203465,31.73673465,New Mexico Not In Bas
2099,22,28.500228,32.120928,New Mexico Not In Bas
2100,22,22.50943933,26.17613933,New Mexico Not In Bas
2010,23,21.81787339,21.34457339,Arizona Southeast
2011,23,21.58388652,21.15658652,Arizona Southeast
2012,23,21.57170986,21.19040986,Arizona Southeast
2013,23,22.2391429,21.9038429,Arizona Southeast
2014,23,21.66304519,21.37374519,Arizona Southeast
2015,23,21.8038274,21.5605274,Arizona Southeast
2016,23,23.42332285,23.22602285,Arizona Southeast
2017,23,21.65999063,21.50869063,Arizona Southeast
2018,23,22.758227,22.652927,Arizona Southeast
2019,23,21.81980926,21.76050926,Arizona Southeast
2020,23,21.73000641,21.71670641,Arizona Southeast
2021,23,21.9613629,21.9940629,Arizona Southeast
2022,23,22.73318126,22.81188126,Arizona Southeast
2023,23,21.03441485,21.15911485,Arizona Southeast
2024,23,21.67216729,21.84286729,Arizona Southeast
2025,23,22.3593874,22.5760874,Arizona Southeast
2026,23,20.95493388,21.21763388,Arizona Southeast
2027,23,21.23304658,21.54174658,Arizona Southeast
2028,23,21.61737233,21.97207233,Arizona Southeast
2029,23,21.98495518,22.38565518,Arizona Southeast
2030,23,21.52870896,21.97540896,Arizona Southeast
2031,23,21.54050718,22.03320718,Arizona Southeast
2032,23,22.62651282,23.16521282,Arizona Southeast
2033,23,21.70869726,22.29339726,Arizona Southeast
2034,23,21.78827388,22.41897388,Arizona Southeast
2035,23,21.67292833,22.34962833,Arizona Southeast
2036,23,22.30839764,23.03109764,Arizona Southeast
2037,23,20.88296767,21.65166767,Arizona Southeast
2038,23,21.01337393,21.82807393,Arizona Southeast
2039,23,21.50245512,22.36315512,Arizona Southeast
2040,23,22.62727386,23.53397386,Arizona Southeast
2041,23,22.25816893,23.21086893,Arizona Southeast
2042,23,21.70630601,22.70500601,Arizona Southeast
2043,23,21.25359469,22.29829469,Arizona Southeast
2044,23,21.4575537,22.5482537,Arizona Southeast
2045,23,21.6500971,22.7867971,Arizona Southeast
2046,23,19.9288176,21.1115176,Arizona Southeast
2047,23,20.38600784,21.61470784,Arizona Southeast
2048,23,21.44689912,22.72159912,Arizona Southeast
2049,23,21.18205682,22.50275682,Arizona Southeast
2050,23,21.25472377,22.62142377,Arizona Southeast
2051,23,21.89134712,23.30404712,Arizona Southeast
2052,23,21.92635501,23.38505501,Arizona Southeast
2053,23,21.42254581,22.92724581,Arizona Southeast
2054,23,22.49562623,24.04632623,Arizona Southeast
2055,23,22.24523123,23.84193123,Arizona Southeast
2056,23,22.86167452,24.50437452,Arizona Southeast
2057,23,21.71402455,23.40272455,Arizona Southeast
2058,23,22.68612563,24.42082563,Arizona Southeast
2059,23,23.81297589,25.59367589,Arizona Southeast
2060,23,23.16609096,24.99279096,Arizona Southeast
2061,23,22.47202148,24.34472148,Arizona Southeast
2062,23,23.37602186,25.29472186,Arizona Southeast
2063,23,24.50247912,26.46717912,Arizona Southeast
2064,23,23.03214773,25.04284773,Arizona Southeast
2065,23,23.3852708,25.4419708,Arizona Southeast
2066,23,23.40182656,25.50452656,Arizona Southeast
2067,23,23.48192301,25.63062301,Arizona Southeast
2068,23,24.29775907,26.49245907,Arizona Southeast
2069,23,23.92408789,26.16478789,Arizona Southeast
2070,23,24.42642492,26.71312492,Arizona Southeast
2071,23,24.99030647,27.32300647,Arizona Southeast
2072,23,23.95909578,26.33779578,Arizona Southeast
2073,23,23.94539704,26.37009704,Arizona Southeast
2074,23,24.08185628,26.55255628,Arizona Southeast
2075,23,23.73991595,26.25661595,Arizona Southeast
2076,23,23.2094703,25.7721703,Arizona Southeast
2077,23,23.49181655,26.10051655,Arizona Southeast
2078,23,23.97484268,26.62954268,Arizona Southeast
2079,23,23.76579134,26.46649134,Arizona Southeast
2080,23,22.5169229,25.2636229,Arizona Southeast
2081,23,23.500188,26.292888,Arizona Southeast
2082,23,23.78965601,26.62835601,Arizona Southeast
2083,23,24.39745545,27.28215545,Arizona Southeast
2084,23,24.4834531,27.4141531,Arizona Southeast
2085,23,24.67904066,27.65574066,Arizona Southeast
2086,23,23.93765355,26.96035355,Arizona Southeast
2087,23,24.24524723,27.31394723,Arizona Southeast
2088,23,24.20034581,27.31504581,Arizona Southeast
2089,23,24.68741211,27.84811211,Arizona Southeast
2090,23,24.07578459,27.28248459,Arizona Southeast
2091,23,24.49715184,27.74985184,Arizona Southeast
2092,23,24.02682844,27.32552844,Arizona Southeast
2093,23,24.08086236,27.42556236,Arizona Southeast
2094,23,24.84005907,28.23075907,Arizona Southeast
2095,23,26.91117419,30.34787419,Arizona Southeast
2096,23,28.38302767,31.86572767,Arizona Southeast
2097,23,27.97587069,31.50457069,Arizona Southeast
2098,23,28.16203465,31.73673465,Arizona Southeast
2099,23,28.500228,32.120928,Arizona Southeast
2100,23,22.50943933,26.17613933,Arizona Southeast
2010,24,21.81787339,21.34457339,Arizona Central North
2011,24,21.58388652,21.15658652,Arizona Central North
2012,24,21.57170986,21.19040986,Arizona Central North
2013,24,22.2391429,21.9038429,Arizona Central North
2014,24,21.66304519,21.37374519,Arizona Central North
2015,24,21.8038274,21.5605274,Arizona Central North
2016,24,23.42332285,23.22602285,Arizona Central North
2017,24,21.65999063,21.50869063,Arizona Central North
2018,24,22.758227,22.652927,Arizona Central North
2019,24,21.81980926,21.76050926,Arizona Central North
2020,24,21.73000641,21.71670641,Arizona Central North
2021,24,21.9613629,21.9940629,Arizona Central North
2022,24,22.73318126,22.81188126,Arizona Central North
2023,24,21.03441485,21.15911485,Arizona Central North
2024,24,21.67216729,21.84286729,Arizona Central North
2025,24,22.3593874,22.5760874,Arizona Central North
2026,24,20.95493388,21.21763388,Arizona Central North
2027,24,21.23304658,21.54174658,Arizona Central North
2028,24,21.61737233,21.97207233,Arizona Central North
2029,24,21.98495518,22.38565518,Arizona Central North
2030,24,21.52870896,21.97540896,Arizona Central North
2031,24,21.54050718,22.03320718,Arizona Central North
2032,24,22.62651282,23.16521282,Arizona Central North
2033,24,21.70869726,22.29339726,Arizona Central North
2034,24,21.78827388,22.41897388,Arizona Central North
2035,24,21.67292833,22.34962833,Arizona Central North
2036,24,22.30839764,23.03109764,Arizona Central North
2037,24,20.88296767,21.65166767,Arizona Central North
2038,24,21.01337393,21.82807393,Arizona Central North
2039,24,21.50245512,22.36315512,Arizona Central North
2040,24,22.62727386,23.53397386,Arizona Central North
2041,24,22.25816893,23.21086893,Arizona Central North
2042,24,21.70630601,22.70500601,Arizona Central North
2043,24,21.25359469,22.29829469,Arizona Central North
2044,24,21.4575537,22.5482537,Arizona Central North
2045,24,21.6500971,22.7867971,Arizona Central North
2046,24,19.9288176,21.1115176,Arizona Central North
2047,24,20.38600784,21.61470784,Arizona Central North
2048,24,21.44689912,22.72159912,Arizona Central North
2049,24,21.18205682,22.50275682,Arizona Central North
2050,24,21.25472377,22.62142377,Arizona Central North
2051,24,21.89134712,23.30404712,Arizona Central North
2052,24,21.92635501,23.38505501,Arizona Central North
2053,24,21.42254581,22.92724581,Arizona Central North
2054,24,22.49562623,24.04632623,Arizona Central North
2055,24,22.24523123,23.84193123,Arizona Central North
2056,24,22.86167452,24.50437452,Arizona Central North
2057,24,21.71402455,23.40272455,Arizona Central North
2058,24,22.68612563,24.42082563,Arizona Central North
2059,24,23.81297589,25.59367589,Arizona Central North
2060,24,23.16609096,24.99279096,Arizona Central North
2061,24,22.47202148,24.34472148,Arizona Central North
2062,24,23.37602186,25.29472186,Arizona Central North
2063,24,24.50247912,26.46717912,Arizona Central North
2064,24,23.03214773,25.04284773,Arizona Central North
2065,24,23.3852708,25.4419708,Arizona Central North
2066,24,23.40182656,25.50452656,Arizona Central North
2067,24,23.48192301,25.63062301,Arizona Central North
2068,24,24.29775907,26.49245907,Arizona Central North
2069,24,23.92408789,26.16478789,Arizona Central North
2070,24,24.42642492,26.71312492,Arizona Central North
2071,24,24.99030647,27.32300647,Arizona Central North
2072,24,23.95909578,26.33779578,Arizona Central North
2073,24,23.94539704,26.37009704,Arizona Central North
2074,24,24.08185628,26.55255628,Arizona Central North
2075,24,23.73991595,26.25661595,Arizona Central North
2076,24,23.2094703,25.7721703,Arizona Central North
2077,24,23.49181655,26.10051655,Arizona Central North
2078,24,23.97484268,26.62954268,Arizona Central North
2079,24,23.76579134,26.46649134,Arizona Central North
2080,24,22.5169229,25.2636229,Arizona Central North
2081,24,23.500188,26.292888,Arizona Central North
2082,24,23.78965601,26.62835601,Arizona Central North
2083,24,24.39745545,27.28215545,Arizona Central North
2084,24,24.4834531,27.4141531,Arizona Central North
2085,24,24.67904066,27.65574066,Arizona Central North
2086,24,23.93765355,26.96035355,Arizona Central North
2087,24,24.24524723,27.31394723,Arizona Central North
2088,24,24.20034581,27.31504581,Arizona Central North
2089,24,24.68741211,27.84811211,Arizona Central North
2090,24,24.07578459,27.28248459,Arizona Central North
2091,24,24.49715184,27.74985184,Arizona Central North
2092,24,24.02682844,27.32552844,Arizona Central North
2093,24,24.08086236,27.42556236,Arizona Central North
2094,24,24.84005907,28.23075907,Arizona Central North
2095,24,26.91117419,30.34787419,Arizona Central North
2096,24,28.38302767,31.86572767,Arizona Central North
2097,24,27.97587069,31.50457069,Arizona Central North
2098,24,28.16203465,31.73673465,Arizona Central North
2099,24,28.500228,32.120928,Arizona Central North
2100,24,22.50943933,26.17613933,Arizona Central North
,25,,,New Mexico Gila
